webtoon_title,webtoon_author,genre_num,webtoon_available_age,webtoon_rating,webtoon_subscribe_num,webtoon_view_count,webtoon_release_day,webtoon_page_url,webtoon_thumbnail_url,platform_num
먼치킨 육아일기,아란쨩x빅베어,4,0,8.7,,1222000.0,3,https://page.kakao.com/content/56784798,https://page-images.kakaoentcdn.com/download/resource?kid=boRS8z/hyZ8xIPpdF/qEH2wKyH1R8G6r3wi6tyNK&filename=o1/dims/resize/384,1
도로로 Re:Verse,이도경 / 빈 / Tezuka Osamu,4,15,9.5,,773000.0,3,https://page.kakao.com/content/60749360,https://page-images.kakaoentcdn.com/download/resource?kid=dN0Ftg/hzMT8B1afz/b7OYeZfrPOjw0uHkKPA5Hk&filename=o1/dims/resize/384,1
에뜨랑제,이성운 / 요삼,4,15,9.5,,1269000.0,3,https://page.kakao.com/content/59749944,https://page-images.kakaoentcdn.com/download/resource?kid=gparu/hzCteeBLCo/TuvB2KE27cFkLRsOXa5RA1&filename=o1/dims/resize/384,1
베테랑 조연의 업무일지,우연채,1,0,9.6,,23000.0,3,https://page.kakao.com/content/64664491,https://page-images.kakaoentcdn.com/download/resource?kid=cJ24LV/hAFrQg01du/hOUk3aqSwwoLRpGLx6wtN0&filename=o1/dims/resize/384,1
데스멘탈,이권,2,0,9.7,,86000.0,3,https://page.kakao.com/content/64325525,https://page-images.kakaoentcdn.com/download/resource?kid=eCWVV/hAFsFtdHFc/oXzTkaj565pv3B3hz65NW0&filename=o1/dims/resize/384,1
버림받느니 버리겠습니다,한누리 / 채옌 / 엘루앙,2,15,9.7,,964000.0,3,https://page.kakao.com/content/64285842,https://page-images.kakaoentcdn.com/download/resource?kid=bFlT4p/hAC1TU9m9C/hcPLv2fvKAPgEGTdusyYF1&filename=o1/dims/resize/384,1
던전에서 치킨 냄새가 나요,웹툰창고 / 김지우,2,0,9.5,,323000.0,3,https://page.kakao.com/content/64267132,https://page-images.kakaoentcdn.com/download/resource?kid=eundD/hAdNRnEWzN/CQ07PnD6w4m96LCigGC3n1&filename=o1/dims/resize/384,1
백조 공주님의 흑조 엄마가 되었습니다,남가 / 아페르타,2,0,9.9,,488000.0,3,https://page.kakao.com/content/64119747,https://page-images.kakaoentcdn.com/download/resource?kid=oMoDg/hAFsBKWkIS/8m2bKb0ukLoKJDy1YxvOD0&filename=o1/dims/resize/384,1
계약 결혼이 끝났다,샛새 / 뽀 / 불탄나비,2,0,9.8,,723000.0,3,https://page.kakao.com/content/63655016,https://page-images.kakaoentcdn.com/download/resource?kid=dmIjOX/hAd4UD2Mvv/UDLjz5MkJJn8cLjRv4QLjK&filename=o1/dims/resize/384,1
여주인공의 첫사랑을 타락시켜 버리면,모과 / 디지털 장인 / 차소희,2,0,9.8,,1240000.0,3,https://page.kakao.com/content/63348259,https://page-images.kakaoentcdn.com/download/resource?kid=bzbSBc/hAd4nGjtKR/c6SFs1eMPlMkX7UOKk8OHK&filename=o1/dims/resize/384,1
트라이버R,서지원,4,15,9.9,,30000.0,3,https://page.kakao.com/content/63289153,https://page-images.kakaoentcdn.com/download/resource?kid=cNb3zH/hAd4pDZ3ck/fEDNK5HpPBGKCKFzBJO6Yk&filename=o1/dims/resize/384,1
드래곤 클락,귤갱 / domco,5,0,9.2,,199000.0,3,https://page.kakao.com/content/63215037,https://page-images.kakaoentcdn.com/download/resource?kid=b23YzR/hAd4uL1OQ9/dxaMyzUORxHTZgWunBU420&filename=o1/dims/resize/384,1
술김에 황후가 되었습니다,혜빈 / 매랭초 / 거주자,2,15,9.9,,919000.0,3,https://page.kakao.com/content/62948204,https://page-images.kakaoentcdn.com/download/resource?kid=cIVPqV/hAd4DpcZkp/M6MK8GvSbHAaY1mhNkcQkK&filename=o1/dims/resize/384,1
남주의 아이는 싫습니다,SETE / 손츄니,2,0,9.9,,3087000.0,3,https://page.kakao.com/content/62906603,https://page-images.kakaoentcdn.com/download/resource?kid=ed96gJ/hAdNT6MdFy/6qN7LSmbuY1a4WQn3sX061&filename=o1/dims/resize/384,1
폭군에게 예의를 가르칩니다,호고 / 티이 / 하일라,2,0,9.8,,1224000.0,3,https://page.kakao.com/content/62824026,https://page-images.kakaoentcdn.com/download/resource?kid=6DCMG/hzN2oKVP64/ArNsEOXS0WaGztr4DKDU60&filename=o1/dims/resize/384,1
금안의 바리,하마오리,5,0,9.7,,107000.0,3,https://page.kakao.com/content/62822775,https://page-images.kakaoentcdn.com/download/resource?kid=drFHmh/hAd4Ffvp3b/ng0xZlnUzdpKnz5nJp7CH0&filename=o1/dims/resize/384,1
그 던전의 S급 시한부 영애,여울 / 유람 / 면 / 67층의,2,0,9.8,,2539000.0,3,https://page.kakao.com/content/62793155,https://page-images.kakaoentcdn.com/download/resource?kid=cy54s8/hAd4g7Yt9O/j6wFVjWGKkwDOy9dkIXjDK&filename=o1/dims/resize/384,1
밀리어네어 레이디,둥그라미 / 뒹가 / 김코끼리,2,0,9.9,,1279000.0,3,https://page.kakao.com/content/62494680,https://page-images.kakaoentcdn.com/download/resource?kid=bVOnTQ/hzN2k2FUbQ/Y7RnyBHsLdSTFoTEv8neBK&filename=o1/dims/resize/384,1
촌검무인,노경찬 / 하마 / 임준욱,3,15,9.8,,990000.0,3,https://page.kakao.com/content/62473734,https://page-images.kakaoentcdn.com/download/resource?kid=uB1OQ/hAd4vRAI60/CgjTbjhnLMNMkUbgwRA6A1&filename=o1/dims/resize/384,1
얼어붙은 심장이 녹고 나면,몬트 / EON COMICS / 유미미,2,0,9.8,,1694000.0,3,https://page.kakao.com/content/62445250,https://page-images.kakaoentcdn.com/download/resource?kid=5A54Z/hAd4y2vRmQ/IMTDgnWmP9KrBHbGKDwpk0&filename=o1/dims/resize/384,1
늪에 잠든 것,이제,2,0,10.0,,916000.0,3,https://page.kakao.com/content/62427443,https://page-images.kakaoentcdn.com/download/resource?kid=cfrXx6/hAdNT52Y9s/iws20oTGBgDpTijk7Xgk31&filename=o1/dims/resize/384,1
"잘 가라, 내 인생",유현숙,2,0,9.8,,127000.0,3,https://page.kakao.com/content/62385822,https://page-images.kakaoentcdn.com/download/resource?kid=bzh8mM/hAd4dXv7YM/iDmkRI0bNiY4SJ0pfwk7ak&filename=o1/dims/resize/384,1
옆집 이방인,조금산,1,19,9.9,,535000.0,3,https://page.kakao.com/content/61933296,https://page-images.kakaoentcdn.com/download/resource?kid=dWEP4/hAd4nZX1xc/DmLsniAXeBxKJZkEA8yOGK&filename=o1/dims/resize/384,1
트라이앵글 블러드,무학,5,0,9.8,,8674.0,3,https://page.kakao.com/content/61915166,https://page-images.kakaoentcdn.com/download/resource?kid=d2a7hN/hAd41vK6V8/hdkrIKuhgSNu28RKeUCy7K&filename=o1/dims/resize/384,1
아카시아,오미 / 금나요 / SADA / 한승원 / 김동화,2,0,9.8,,1156000.0,3,https://page.kakao.com/content/61745055,https://page-images.kakaoentcdn.com/download/resource?kid=bB160U/hAdNVQJWbC/cOE141K7bPYId9pb58y3HK&filename=o1/dims/resize/384,1
죄송한데 제가 일반인이라서요,차우렌즈 / A1 / 색채,1,0,9.3,,1055000.0,3,https://page.kakao.com/content/61701680,https://page-images.kakaoentcdn.com/download/resource?kid=KsCDG/hzVqElMmEF/tGuDFcj61KWyRfsRr06bxK&filename=o1/dims/resize/384,1
"엄마가 좋아, 아빠가 좋아?",Digital Shokunin Inc. / 마루별,2,0,9.8,,2877000.0,3,https://page.kakao.com/content/61528757,https://page-images.kakaoentcdn.com/download/resource?kid=cLHJm9/hAFrLzXTRN/TqSOsCe0PM2njjLPtTUZn0&filename=o1/dims/resize/384,1
나를 견디세요,인토르노,2,0,10.0,,444000.0,3,https://page.kakao.com/content/61345238,https://page-images.kakaoentcdn.com/download/resource?kid=eqTD6P/hzVqNvOLXU/rWn6iy1fPL6OkI8H8jt2p0&filename=o1/dims/resize/384,1
악녀님에겐 새 남편 따위 필요하지 않아요!,남도겸 / 가비 / 은솔림,2,0,9.9,,2208000.0,3,https://page.kakao.com/content/61328034,https://page-images.kakaoentcdn.com/download/resource?kid=QW2FQ/hAdNYzE3Qy/epKVRfbfso2XWUmCiK5lkk&filename=o1/dims/resize/384,1
달마부장,박성훈,1,0,9.8,,2020000.0,3,https://page.kakao.com/content/61268805,https://page-images.kakaoentcdn.com/download/resource?kid=dIMleI/hynaFMwPhI/wmD6aoRrGdj8c5wo4BjKkk&filename=o1/dims/resize/384,1
비비안을 잊어주세요,shed / 무지개케이크,2,0,9.8,,2629000.0,3,https://page.kakao.com/content/61189393,https://page-images.kakaoentcdn.com/download/resource?kid=dn5mU/hzVqMRvMOE/gtph9GBDqy5oWokUK9blxk&filename=o1/dims/resize/384,1
지금부터 속편이 시작됩니다,최경민 / 용성,1,15,10.0,,141000.0,3,https://page.kakao.com/content/60590853,https://page-images.kakaoentcdn.com/download/resource?kid=xxlsp/hyZIecpZaH/MFly9DD98we5hMF7xzeDL0&filename=o1/dims/resize/384,1
뇌명의 하라,지애,5,15,9.5,,162000.0,3,https://page.kakao.com/content/60590825,https://page-images.kakaoentcdn.com/download/resource?kid=hyhmO/hynaDOAz26/9eGUDekxV3Lj8kxH8IwTP1&filename=o1/dims/resize/384,1
신비소설 무,소서림(스토리플러스) / 나경 / 문성실,1,15,9.9,,2721000.0,3,https://page.kakao.com/content/60587203,https://page-images.kakaoentcdn.com/download/resource?kid=cJGHnH/hzMT2BH85i/O3fIp0zjq8TAkMmFn3u3hk&filename=o1/dims/resize/384,1
폭군 남편이 어쩐지 조신해졌다,안나 / 움퐈 / 차람,2,15,9.8,,5193000.0,3,https://page.kakao.com/content/60261871,https://page-images.kakaoentcdn.com/download/resource?kid=shnhA/hAd4dDpX8K/HXBkzEWyOC3V5xVxrqZrz1&filename=o1/dims/resize/384,1
신마무쌍,광초불지 / 남소흑 / 몽입신기,3,0,9.8,,334000.0,3,https://page.kakao.com/content/60059256,https://page-images.kakaoentcdn.com/download/resource?kid=eDZdD/hzCtdUPYII/7qg0uweOGcRtWlBBKrGYp0&filename=o1/dims/resize/384,1
남주를 죽여보겠습니다,팀 다이아닙 / 한리앙,2,0,9.9,,1627000.0,3,https://page.kakao.com/content/59808920,https://page-images.kakaoentcdn.com/download/resource?kid=Fi6sB/hAd4ePAAum/fyd15UT6JPiB4C0NlxYwkk&filename=o1/dims/resize/384,1
강주를 부탁해! [개정판],처연 / 헤르테,6,15,9.5,,298000.0,3,https://page.kakao.com/content/59684969,https://page-images.kakaoentcdn.com/download/resource?kid=EgE8y/hzwBp05kUm/5AsaZFLvCJKJa3hNZr25O1&filename=o1/dims/resize/384,1
만렙으로 사는 법,Team.SC4B / 김지우,2,0,10.0,,3607000.0,3,https://page.kakao.com/content/59332586,https://page-images.kakaoentcdn.com/download/resource?kid=ckangK/hzwBkkEAGH/yVyT3knhNAZmWP9vlkB9d1&filename=o1/dims/resize/384,1
미녀 사부들에게 길들여지는 법,임이신 / 간투혼,3,0,9.4,,425000.0,3,https://page.kakao.com/content/57935094,https://page-images.kakaoentcdn.com/download/resource?kid=s1Ohc/hzb7yXjF5M/9O86RKXIB3Bi2XkKZ9DDM1&filename=o1/dims/resize/384,1
프린세스,한승원 / 프린세스프로덕션,2,0,9.7,,13202000.0,3,https://page.kakao.com/content/56840690,https://page-images.kakaoentcdn.com/download/resource?kid=bm5hTW/hyQ9PTq1K2/6Xa7wn6DXzlQxWdP5vYv41&filename=o1/dims/resize/384,1
무영삼천도,자수야,3,15,9.4,,645000.0,3,https://page.kakao.com/content/56651740,https://page-images.kakaoentcdn.com/download/resource?kid=ebP3O2/hyQ9L4dUGa/AJROMesYdD80dx6BZI2g20&filename=o1/dims/resize/384,1
남의 소리,백준 / 탈곡기,1,15,9.3,,846000.0,3,https://page.kakao.com/content/56441321,https://page-images.kakaoentcdn.com/download/resource?kid=cOaSbL/hyQ9VFpOIw/gZZP39LLMiFTU8NcFdmL3K&filename=o1/dims/resize/384,1
잘나가는 그녀의 실버플랜,임달영 / 이혜성 / 아트림미디어 / 코믹GT,5,15,9.4,,802000.0,3,https://page.kakao.com/content/55505239,https://page-images.kakaoentcdn.com/download/resource?kid=gK7E7/hyfOl11Wed/25x26pW9K2BdhVrOEWaSU0&filename=o1/dims/resize/384,1
이세계에서 머리로 하드캐리,LUCKY WORKSHOP,3,0,9.5,,565000.0,3,https://page.kakao.com/content/55427357,https://page-images.kakaoentcdn.com/download/resource?kid=K3NtA/hyEdjMyzvZ/lJjsECk7Yhh9AAPTX8K1o0&filename=o1/dims/resize/384,1
목표는 만렙염라,JEYE / 심준호,5,0,9.5,,1664000.0,3,https://page.kakao.com/content/55196475,https://page-images.kakaoentcdn.com/download/resource?kid=bMAYlx/hyCvlMkEKx/nAGuIlHo8nUK0iKPBUatN0&filename=o1/dims/resize/384,1
현질이 신을 만든다,TAKBAL / 잠꼬대 / 대동,5,0,8.8,,753000.0,3,https://page.kakao.com/content/54962161,https://page-images.kakaoentcdn.com/download/resource?kid=6sgIs/hyATw9WYLe/lGblxEaDJhzwgIDCWgdR7K&filename=o1/dims/resize/384,1
도화경,유룩,5,15,8.5,,170000.0,3,https://page.kakao.com/content/54601261,https://page-images.kakaoentcdn.com/download/resource?kid=utBIt/hyATo4WpnD/cIF9mAZA8HSDpLL0ql3Slk&filename=o1/dims/resize/384,1
귀신을 쫓는 사나이,하나둘스튜디오,5,15,9.2,,327000.0,3,https://page.kakao.com/content/53579858,https://page-images.kakaoentcdn.com/download/resource?kid=dpB9mO/hywgE47hGq/fLvkC9Ol5jCGIZcUEcQtn0&filename=o1/dims/resize/384,1
별을 구속하겠습니다,텐센트동만,6,0,9.7,,3029000.0,3,https://page.kakao.com/content/53165109,https://page-images.kakaoentcdn.com/download/resource?kid=bmWUc2/hyqE9Kfruc/buHdR7nt3pfT1N26o0EJcK&filename=o1/dims/resize/384,1
위저드 셰프,미얼 / 당가삼소,5,0,9.7,,6512000.0,3,https://page.kakao.com/content/51726751,https://page-images.kakaoentcdn.com/download/resource?kid=dOAX07/hyqFb1Mffr/nhXFa0AUik18jkTntndki1&filename=o1/dims/resize/384,1
나의 그녀는 구미호,프리 / 서락,5,15,9.8,,34318000.0,3,https://page.kakao.com/content/47740585,https://page-images.kakaoentcdn.com/download/resource?kid=mIY7m/hybBMPQIqQ/fO0WN1X9JG1P1bpOXPDsY0&filename=o1/dims/resize/384,1
악당 가문의 새아가,예정대로 / 김다엘 / 나르얀,2,0,9.9,,2019000.0,4,https://page.kakao.com/content/65205836,https://page-images.kakaoentcdn.com/download/resource?kid=cSDIlu/hAFrSsTPCg/cjFRD77be5xYV3l82hgQ81&filename=o1/dims/resize/384,1
용사 파티 때려치웁니다,GRAPHICTORY / Lono / NariaTa,5,0,9.8,,5979000.0,4,https://page.kakao.com/content/63330355,https://page-images.kakaoentcdn.com/download/resource?kid=b4CHsC/hAFrQBXv19/TCeuOvR1bfI2azo8dT5Mlk&filename=o1/dims/resize/384,1
픽 미 업!,조우네(REDICE STUDIO) / 와삭바삭(3B2S) / 헤르모드,5,0,9.9,,25454000.0,4,https://page.kakao.com/content/60914825,https://page-images.kakaoentcdn.com/download/resource?kid=j9qxy/hAFrMsqO8A/5ITQjrmeMxKKwgqVvgLFz0&filename=o1/dims/resize/384,1
나 혼자만 레벨업 : 라그나로크,당도(REDICE STUDIO) / JIN(REDICE STUDIO) / 다울,5,0,9.9,,11181000.0,4,https://page.kakao.com/content/64612703,https://page-images.kakaoentcdn.com/download/resource?kid=IJveN/hAd4Yz8Oex/jXmlphD0nh8ia2abN73bZK&filename=o1/dims/resize/384,1
남주를 꼬시려던 건 아니었습니다 [19세 완전판],솔티 / 단청 / 레이지피스,2,19,9.9,,8778000.0,4,https://page.kakao.com/content/62264793,https://page-images.kakaoentcdn.com/download/resource?kid=61azs/hAdNSss1L8/KYdxXZNT85F6kU9NFoKzg0&filename=o1/dims/resize/384,1
남편을 내 편으로 만드는 방법,시루 / 냥이와향신료,2,0,10.0,,63320000.0,4,https://page.kakao.com/content/57854767,https://page-images.kakaoentcdn.com/download/resource?kid=bDzeYt/hAFsyOelkB/DFTfKo9R1PZfoQk84kc1Lk&filename=o1/dims/resize/384,1
네크로맨서 학교의 소환천재,AZI / 도파민 / 무쌍 / Hazelnutz / 일제사격,5,0,9.9,,17674000.0,4,https://page.kakao.com/content/62727430,https://page-images.kakaoentcdn.com/download/resource?kid=c43TPM/hAd4ZMrhKa/5ktSjDkM9I1AHMMCEk3Kc1&filename=o1/dims/resize/384,1
아기님 캐시로 로판 달린다,기린 / 주해온,2,0,9.9,,18876000.0,4,https://page.kakao.com/content/62118739,https://page-images.kakaoentcdn.com/download/resource?kid=Pc9CI/hAd4Udhrkm/UgQ61KQrJjd0dpoCPl5QAk&filename=o1/dims/resize/384,1
황제궁 옆 마로니에 농장,올차 / 정연,2,0,10.0,,22831000.0,4,https://page.kakao.com/content/59250857,https://page-images.kakaoentcdn.com/download/resource?kid=D6okX/hzmU4FsOFb/vw62asTHghAnzaniMcKwC0&filename=o1/dims/resize/384,1
재앙급 영웅님이 귀환하셨다,HEATS(REDICE STUDIO) / 이범근(REDICE STUDIO) / 산지직송,5,0,9.9,,40733000.0,4,https://page.kakao.com/content/58474045,https://page-images.kakaoentcdn.com/download/resource?kid=chSdv3/hzR1Vdqw3F/LIutzVUQoSCUukCyfPDEEK&filename=o1/dims/resize/384,1
집착은 사양합니다,엘 / gurujyu / 윤여음,2,0,9.9,,1993000.0,4,https://page.kakao.com/content/65174933,https://page-images.kakaoentcdn.com/download/resource?kid=bYt8TY/hAFrIRiasy/Kx2LJdQZLIKOQDxY855hcK&filename=o1/dims/resize/384,1
엄마가 계약결혼 했다,추혜연 / 시야,2,0,9.9,,29544000.0,4,https://page.kakao.com/content/59882406,https://page-images.kakaoentcdn.com/download/resource?kid=x1bS5/hAFPJ298WN/ieOzbmRcMDT5uFWNh9gZJ1&filename=o1/dims/resize/384,1
무련전봉,막묵 / 벽가벽,3,0,9.7,,43477000.0,4,https://page.kakao.com/content/53483967,https://page-images.kakaoentcdn.com/download/resource?kid=cXTzMK/hAd4vxf4Nn/jpHPklAkDaPiwkhbfk8PiK&filename=o1/dims/resize/384,1
악녀의 문구점에 오지 마세요!,제철무 / 민절미 / 여로은,2,0,10.0,,24014000.0,4,https://page.kakao.com/content/59047014,https://page-images.kakaoentcdn.com/download/resource?kid=n5Lf7/hAFsDJiqWn/6E7AlHntId3wnDhgev9xU0&filename=o1/dims/resize/384,1
남주를 꼬시려던 건 아니었습니다,솔티 / 단청 / 레이지피스,2,0,9.9,,16552000.0,4,https://page.kakao.com/content/57616572,https://page-images.kakaoentcdn.com/download/resource?kid=dr4HK/hy41Jk3HNr/ZuKRndoef4z9KFtmBopl90&filename=o1/dims/resize/384,1
가짜 아내에게 왜 집착하세요?,튼튼맨 / 야묘메리 / 자작 / DD,2,0,10.0,,14105000.0,4,https://page.kakao.com/content/61677175,https://page-images.kakaoentcdn.com/download/resource?kid=b8uwZW/hAd4FUEEDu/2oZHXXIGiSZyBmniLyadq0&filename=o1/dims/resize/384,1
전생자,NFTOON / 나민채 / 넥스트레벨스튜디오,5,15,9.9,,11263000.0,4,https://page.kakao.com/content/60754076,https://page-images.kakaoentcdn.com/download/resource?kid=HXFm0/hAFrPbt16u/uVuFlcKrBo6n7WiYpDBgX1&filename=o1/dims/resize/384,1
신마경천기,곰국 / 일황,3,0,9.9,,68910000.0,4,https://page.kakao.com/content/51526841,https://page-images.kakaoentcdn.com/download/resource?kid=bVT8li/hAd4aNtrvS/KwHCR3DJM3VgefYzDI7AY1&filename=o1/dims/resize/384,1
수의사님! 안녕하세요?,RONO / 사기21(니니) / 서건주 / 스튜디오 니니,1,0,10.0,,10786000.0,4,https://page.kakao.com/content/62711843,https://page-images.kakaoentcdn.com/download/resource?kid=fi1sa/hAdNUqpTAg/oKefyKXTrSCByrmdvFAdL0&filename=o1/dims/resize/384,1
버린 쓰레기는 다시 줍지 않는다,티바 / 버텍스 / 배고픈밤,2,0,9.8,,16031000.0,4,https://page.kakao.com/content/59987426,https://page-images.kakaoentcdn.com/download/resource?kid=bfLVfz/hAHInDzuA7/hTMUNiM4gcWZa69vi2Klxk&filename=o1/dims/resize/384,1
예술고 음악천재는 환생한 파가니니,넥스트레벨스튜디오 / 카덴차,1,0,9.7,,2326000.0,4,https://page.kakao.com/content/64720232,https://page-images.kakaoentcdn.com/download/resource?kid=dobWc/hAFrLNBdjG/dBAwDQnXAkQNrkqBtCuxtK&filename=o1/dims/resize/384,1
마탄의 사수,샤이멜 / 드포 / 글피 / 이수백,5,0,9.8,,28334000.0,4,https://page.kakao.com/content/56520811,https://page-images.kakaoentcdn.com/download/resource?kid=b9FYDv/hzXaq0Tl9f/zz4EVCPLBCuxsjmhSoLzu1&filename=o1/dims/resize/384,1
무림에 떨어진 현대인,여법룡 / 박희진 / 청루연,3,0,9.8,,13323000.0,4,https://page.kakao.com/content/60701523,https://page-images.kakaoentcdn.com/download/resource?kid=U4VUe/hAd4N5veWS/zKMHxMvO3VrXlqIqgbgSfk&filename=o1/dims/resize/384,1
제가 어딘가 빙의를 한 것 같은데요,GB / 공효 / 달비초,2,0,10.0,,10013000.0,4,https://page.kakao.com/content/62698929,https://page-images.kakaoentcdn.com/download/resource?kid=dGzde/hAHImEr0Dy/gWxKzHi4TmRhks3QzXIDtK&filename=o1/dims/resize/384,1
섹시한 남편 [19세 완전판],공인영 / 메타툰 / 다온향,2,19,9.8,,2595000.0,4,https://page.kakao.com/content/64153052,https://page-images.kakaoentcdn.com/download/resource?kid=i6mrI/hAFrS6NqXc/HuzQTBNSJAbMoQ7umKberk&filename=o1/dims/resize/384,1
눈이 나려 꽃,임해연,2,0,9.9,,33425000.0,4,https://page.kakao.com/content/53905289,https://page-images.kakaoentcdn.com/download/resource?kid=c6DAB8/hyxJL2NjRe/b3EhEzztbY4BjJW8K5VgP0&filename=o1/dims/resize/384,1
친구끼리 이러는 거 아니야,구슬소 / 면 / 쟈화,2,0,10.0,,7976000.0,4,https://page.kakao.com/content/62751566,https://page-images.kakaoentcdn.com/download/resource?kid=46AYW/hAdNP3NnP2/sNesGU4NKUNUFJxnxZeEN0&filename=o1/dims/resize/384,1
극한견주 시즌2,마일로,1,0,10.0,,737000.0,4,https://page.kakao.com/content/65048686,https://page-images.kakaoentcdn.com/download/resource?kid=eW4EG/hAFrKVIUz6/o5SpHb5IHn1qCDRXVDdWuK&filename=o1/dims/resize/384,1
루시아 [19세 완전판],TARUVI / 하늘가리기,2,19,9.9,,9444000.0,4,https://page.kakao.com/content/62674092,https://page-images.kakaoentcdn.com/download/resource?kid=st7Lw/hAd4jcsfv6/sLJMQSTEqdRr4HpXQhHbDk&filename=o1/dims/resize/384,1
회귀의 전설,송진우 / 김광수,1,15,9.7,,19529000.0,4,https://page.kakao.com/content/57928448,https://page-images.kakaoentcdn.com/download/resource?kid=cZ8Pqm/hAd4idIPKW/o9VooKH2B0P00sV5Skh480&filename=o1/dims/resize/384,1
초보무사 일대기,야설록,3,15,9.7,,1772000.0,4,https://page.kakao.com/content/64037895,https://page-images.kakaoentcdn.com/download/resource?kid=INSRQ/hAFsFGvEtd/gqAKz2SJIZyMo08iU3eBT0&filename=o1/dims/resize/384,1
무림에서 온 배달부,스튜디오 질풍 / 향란,5,0,9.8,,5208000.0,4,https://page.kakao.com/content/62904008,https://page-images.kakaoentcdn.com/download/resource?kid=lrDbJ/hAFszUxMzy/e0wAWv3zuoLZWdSF1WLmz0&filename=o1/dims/resize/384,1
빌어먹을 환생,키키 / 박정열 / 목마,5,0,9.9,,18082000.0,4,https://page.kakao.com/content/59617058,https://page-images.kakaoentcdn.com/download/resource?kid=bwnmpv/hAd4hk5GWS/mMLIQW8af9mTskdPzvu7j1&filename=o1/dims/resize/384,1
만렙 닥터 리턴즈,누렁 / 메이 스튜디오 / 13월생,1,0,9.9,,3813000.0,4,https://page.kakao.com/content/62338172,https://page-images.kakaoentcdn.com/download/resource?kid=qY5cO/hAd4ASBPXf/4LI4F7QnD14hqK6KUeTTP0&filename=o1/dims/resize/384,1
폭군에게 차이는 10가지 방법,맵찔 / 서귀조,2,0,9.9,,4703000.0,4,https://page.kakao.com/content/62127985,https://page-images.kakaoentcdn.com/download/resource?kid=dg9x58/hAd4BY9Px4/Y1PVuQjWHkCkDoEfIAFn6K&filename=o1/dims/resize/384,1
최강자 남주의 라이벌을 그만두었더니,유인 / 모한 / 유나진,2,0,9.6,,1362000.0,4,https://page.kakao.com/content/64194227,https://page-images.kakaoentcdn.com/download/resource?kid=cxWMWe/hAC1LbHgNg/Mk1UPth6aif3AkiuDJ2TEK&filename=o1/dims/resize/384,1
악당들의 최애는 나,산하 / 경현 / 윤온,2,0,10.0,,4212000.0,4,https://page.kakao.com/content/63778705,https://page-images.kakaoentcdn.com/download/resource?kid=AYIOr/hAd4yuhUSz/wlkkjWGaJ8Dbj2BWj8aQ2K&filename=o1/dims/resize/384,1
전생의 원수가 아빠라고요?,예비 / HYJ / 라비올리,2,0,10.0,,3245000.0,4,https://page.kakao.com/content/64556355,https://page-images.kakaoentcdn.com/download/resource?kid=bJplme/hAC1QEmQro/KPKmbk9kyHIVNf06Cyk7pK&filename=o1/dims/resize/384,1
잠만 자도 랭커,천진희 / 워럭,5,0,9.7,,14745000.0,4,https://page.kakao.com/content/58909608,https://page-images.kakaoentcdn.com/download/resource?kid=cdXxkq/hAdNPpuvV5/s3GvBwtuJjtHGXXxspjko1&filename=o1/dims/resize/384,1
그래서 나는 폐태자와 결혼했다,산하 / 이음 / 에클레어,2,0,9.9,,6915000.0,4,https://page.kakao.com/content/61486496,https://page-images.kakaoentcdn.com/download/resource?kid=bqupZ4/hzXar6u6dY/cbpzqvmdRv70MyCehd6eE0&filename=o1/dims/resize/384,1
일보신권,러울 / 서비 / 시니어,3,0,9.8,,1104000.0,4,https://page.kakao.com/content/64940527,https://page-images.kakaoentcdn.com/download/resource?kid=bUSkEW/hAFPPhOZ5t/AY7A7DxOTh9kxb40ShEkt1&filename=o1/dims/resize/384,1
회귀로 초월하는 대마도사,홍창주 / 물장구 / 한빛누리,5,0,9.9,,10370000.0,4,https://page.kakao.com/content/60328750,https://page-images.kakaoentcdn.com/download/resource?kid=UhjEX/hAd4LAlGJN/IsdMLalrpp94LeM8wIYJa0&filename=o1/dims/resize/384,1
"결혼도 안 했는데 무슨 이혼인가요, 폐하",Hara(C-Route)  / 전설의고양이,2,0,10.0,,3468000.0,4,https://page.kakao.com/content/64380474,https://page-images.kakaoentcdn.com/download/resource?kid=bhIPdR/hAFPKUUNaP/G5xSA7pgSN69hBJ4JGwnk0&filename=o1/dims/resize/384,1
답장하지 마세요!,임주이 / 큐민 / 아리탕,2,0,10.0,,400000.0,4,https://page.kakao.com/content/64056676,https://page-images.kakaoentcdn.com/download/resource?kid=muD5P/hAd42oSRJD/lT8bPUxPS9ZYJpuKDpp6p1&filename=o1/dims/resize/384,1
아몬 : 헤아릴 수 없는 [19세 완전판],감자 / 늑범 / 피숙혜,2,19,9.9,,2025000.0,4,https://page.kakao.com/content/62756504,https://page-images.kakaoentcdn.com/download/resource?kid=yLo5j/hAd41XGyUB/1Mkrik5geSB953kBVON280&filename=o1/dims/resize/384,1
지옥에서 돌아온 성좌님,시치 / 루룬 / 글쓰는기계,5,0,9.9,,20859000.0,4,https://page.kakao.com/content/56677367,https://page-images.kakaoentcdn.com/download/resource?kid=OXo8m/hAd4S0pSkU/G5peNIPMvG866zgCPntPIK&filename=o1/dims/resize/384,1
